word,coordinations
menu,"50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.57309,-1.23258 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.47908,-4.22398 57.47908,-4.22398"
maturation,"55.95206,-3.19648"
fish finger,"50.71936,-3.53271 51.48,-3.18 51.48,-3.18 52.6386,-1.13169 53.00415,-2.18538 53.79648,-1.54785 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 57.14369,-2.09814 57.47908,-4.22398"
rice,"50.71936,-3.53271 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.58333,-5.93333 54.66411,-2.75257 54.89228,-2.93206 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
kids meat,"52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 54.89228,-2.93206 54.90465,-1.38222"
chicken curry,"50.15201,-5.06654 50.71936,-3.53271 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.7446,-0.33525 54.58333,-5.93333 54.89228,-2.93206 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
noodle chips,"52.20765,0.13200"
firenze,"54.97328,-1.61396"
sauce tea cake,"53.79391,-1.75206"
curry peas,"52.9536,-1.15047"
burger relish cheese,"53.48095,-2.23743"
copyright tony,"56.46913,-2.97489"
chaatpats,"52.6386,-1.13169"
kebab chips,"53.48095,-2.23743 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396"
nutella vanilla ice cream,"52.40656,-1.51217"
chutney,"52.6386,-1.13169 52.6386,-1.13169 53.79648,-1.54785 56.46913,-2.97489 57.14369,-2.09814"
coley,"51.51279,-0.09184"
tannin spice,"53.79648,-1.54785"
seafood salads,"51.45523,-2.59665"
chicken wings meal,"54.77560,-1.58374"
inch mexican,"54.89228,-2.93206"
doner hoagie,"55.45862,-4.62849"
onion mushrooms,"51.45523,-2.59665"
roll tuna mayo,"55.86515,-4.25763"
wine vino spumante,"55.95206,-3.19648"
clem,"54.90465,-1.38222"
bacon burger,"52.63220,1.28925 52.9536,-1.15047 53.00415,-2.18538 53.41058,-2.97794 53.79648,-1.54785 54.89228,-2.93206 54.89228,-2.93206 55.07216,-3.60218 55.95206,-3.19648"
curry mushy peas,"51.48,-3.18"
email check,"53.48095,-2.23743"
fish suppers potato fritters,"57.14369,-2.09814"
lots,"51.51279,-0.09184 53.48095,-2.23743 53.79648,-1.54785 54.90465,-1.38222 56.46913,-2.97489"
bean sauce egg,"52.20765,0.13200"
chicken portions,"53.79391,-1.75206"
rings,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 54.58333,-5.93333 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
stamps,"52.9536,-1.15047"
pea buster,"56.46913,-2.97489"
wine process,"55.95206,-3.19648"
stella artois,"52.6386,-1.13169 54.89228,-2.93206 55.95206,-3.19648"
person dining area,"50.15201,-5.06654"
yogurt,"52.63220,1.28925"
glasgow,"55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
side,"51.51279,-0.09184 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 56.46913,-2.97489 57.47908,-4.22398"
mexicana burger,"53.79391,-1.75206"
home pasties,"54.58333,-5.93333"
tomato cheese onion pepper pepperoni garlic,"54.97328,-1.61396"
customer service,"50.37771,-4.14082 51.48,-3.18 53.48095,-2.23743 53.48095,-2.23743"
star red sauce,"55.86515,-4.25763"
tikka meat,"52.48142,-1.89983"
cards,"53.48095,-2.23743 54.57309,-1.23258"
sausage pineapple,"55.86515,-4.25763"
ham mushrooms onions,"52.40656,-1.51217"
polo burger,"54.89228,-2.93206"
barbecue sauce,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.41058,-2.97794 54.89228,-2.93206 54.97328,-1.61396 55.86515,-4.25763"
lamb donner lamb chicken,"52.20765,0.13200"
kebab meats,"52.48142,-1.89983"
chicken fillet breast goujons,"54.97328,-1.61396"
coconut shell,"51.48,-3.18"
cheesy chips chicken,"54.97328,-1.61396"
customer support,"54.97328,-1.61396"
bramhope,"53.79648,-1.54785"
donner medium,"53.48095,-2.23743"
spam fritter calories,"53.79391,-1.75206"
selection box,"55.95206,-3.19648"
kids kebab meat,"52.48142,-1.89983"
soya masala,"52.6386,-1.13169"
chicken spicy chips,"57.47908,-4.22398"
prosuitto,"54.57309,-1.23258"
raita,"55.45862,-4.62849"
donner meat peppers onion jalapeno,"54.77560,-1.58374"
chipotle burger spicy,"55.95206,-3.19648"
tomato sauce bottle,"54.57309,-1.23258 57.14369,-2.09814"
onion peppers,"53.00415,-2.18538 53.48095,-2.23743 53.79648,-1.54785 54.97328,-1.61396 56.46913,-2.97489"
paneer peppers onion,"52.6386,-1.13169"
cowboy supper,"54.58333,-5.93333 54.58333,-5.93333 54.90465,-1.38222"
cheese olives,"52.9536,-1.15047"
sauce chicken mushrooms,"52.48142,-1.89983"
raitha,"56.46913,-2.97489"
sausage chips onion pitta bread,"54.89228,-2.93206"
niblets chicken,"52.48142,-1.89983"
cheesy chip,"54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333"
cheese burger roll,"55.07216,-3.60218"
fry,"54.58333,-5.93333 54.58333,-5.93333"
life,"50.15201,-5.06654 51.48,-3.18 51.51279,-0.09184 53.79391,-1.75206 56.46913,-2.97489"
spit,"51.51279,-0.09184 52.05834,1.15472 52.20765,0.13200 52.63220,1.28925 52.6386,-1.13169 52.9536,-1.15047 53.41058,-2.97794 55.07216,-3.60218"
lemon dill mayonnaise,"54.58333,-5.93333"
jacket potato meal,"53.79391,-1.75206"
inch pizza medium doner chicken portions,"52.9536,-1.15047"
child,"50.15201,-5.06654 53.79648,-1.54785"
ham chicken,"53.00415,-2.18538 55.86515,-4.25763"
kids chicken goujon,"55.86515,-4.25763"
onions mustard,"53.41058,-2.97794"
roast duck egg,"53.41058,-2.97794"
ground nuts,"52.6386,-1.13169"
apple fritter syrup,"50.15201,-5.06654"
chicken ham,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 55.95206,-3.19648 55.95206,-3.19648"
sauce bacon mushroom,"55.07216,-3.60218"
coke diet coke coke,"54.58333,-5.93333"
california pizza,"52.48142,-1.89983"
chips carton drink,"52.9536,-1.15047"
pounder cheeseburger bacon,"55.86515,-4.25763"
pie cheese,"53.79648,-1.54785"
quarter pounder rodeo burger,"55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
king duck chicken,"52.20765,0.13200"
chicken rogan,"52.6386,-1.13169"
vegetable vindaloo,"52.6386,-1.13169 56.46913,-2.97489"
things,"51.48,-3.18"
cotton candy ice cream sponge,"55.86515,-4.25763"
quarter pounder burgers,"52.63220,1.28925 55.07216,-3.60218"
inch pizza offer,"57.14369,-2.09814"
east park,"53.7446,-0.33525"
sauce chicken onion peppers,"52.6386,-1.13169 54.97328,-1.61396"
veg curry,"54.66411,-2.75257 54.66411,-2.75257"
pizza ham mushroom,"55.95206,-3.19648"
h naga,"52.6386,-1.13169"
birkhill,"56.46913,-2.97489"
chicken jaipuri,"56.46913,-2.97489"
pitta breads,"52.6386,-1.13169 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396"
sunthu pmpm,"55.86515,-4.25763"
phall,"52.6386,-1.13169"
ford park road,"50.37771,-4.14082"
supper,"53.48095,-2.23743 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 55.07216,-3.60218 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.47908,-4.22398"
pepperoni beef ham mushrooms,"50.83333,0.13333"
elderflower,"51.51279,-0.09184"
pepperoni ham chicken,"55.95206,-3.19648"
family meal peas,"53.48095,-2.23743"
status burger meal,"53.79391,-1.75206"
burgers,"50.15201,-5.06654 50.37771,-4.14082 50.37771,-4.14082 50.71936,-3.53271 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
chicken nuggets onion rings,"53.00415,-2.18538"
flour yeast sugar chocolate,"55.07216,-3.60218"
egg batch,"52.40656,-1.51217"
lamb chicken donner kebab,"57.14369,-2.09814"
spirits glenfiddich,"55.95206,-3.19648"
sauce chicken,"52.48142,-1.89983 52.6386,-1.13169 54.77560,-1.58374"
apple flavour,"53.48095,-2.23743"
cumbria,"54.66411,-2.75257 54.66411,-2.75257"
kethcup,"53.79391,-1.75206"
vegetables singapore vermicelli,"50.71936,-3.53271"
champagne lanson champagne,"55.95206,-3.19648"
donner naan kebabs,"53.38297,-1.4659"
ham,"50.15201,-5.06654 50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.48,-3.18 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.47908,-4.22398"
beef burger,"50.15201,-5.06654 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79648,-1.54785 54.57309,-1.23258 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398"
pizza pollo,"55.86515,-4.25763"
kids goujons,"53.79648,-1.54785"
ease,"50.15201,-5.06654"
kids meal sides,"53.79648,-1.54785"
collections,"51.51279,-0.09184 52.40656,-1.51217"
buttys,"53.79648,-1.54785"
delivery time,"54.58333,-5.93333 55.86515,-4.25763"
ham baguette,"53.79648,-1.54785"
east,"54.58333,-5.93333"
powder batter,"54.89228,-2.93206"
sea spray pizza,"52.40656,-1.51217"
chips inc onion rings,"53.79648,-1.54785"
tomato cheese onion peppers pineapple,"54.97328,-1.61396"
inch pineapple,"55.07216,-3.60218"
shadow,"55.95206,-3.19648"
pizza box meal,"52.9536,-1.15047"
parc fish,"51.48,-3.18"
bar cornwall,"52.9536,-1.15047 52.9536,-1.15047"
bread bun meat,"54.77560,-1.58374"
seafood crust,"52.6386,-1.13169"
pal sauce,"56.46913,-2.97489"
cinch doner pizza,"54.89228,-2.93206"
sugar cane byproduct,"53.79391,-1.75206"
ferrero ice cream cone,"55.86515,-4.25763"
mozzarella cheese tomato mushrooms,"54.89228,-2.93206"
people,"50.15201,-5.06654 52.40656,-1.51217 53.38297,-1.4659 53.41058,-2.97794 53.79391,-1.75206 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763"
bacon cheese burger,"53.00415,-2.18538 54.58333,-5.93333 55.86515,-4.25763 55.95206,-3.19648"
donner meat chicken meat piece,"53.38297,-1.4659"
bbq beef,"52.48142,-1.89983"
lamb chasni,"56.46913,-2.97489"
bannermans,"57.47908,-4.22398"
chasni,"55.45862,-4.62849 56.46913,-2.97489"
kids sausage meal,"51.48,-3.18 52.9536,-1.15047 52.9536,-1.15047 54.58333,-5.93333 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 56.46913,-2.97489 57.14369,-2.09814"
hamburger chip roll,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
okra,"52.6386,-1.13169 53.79648,-1.54785"
bottom,"51.48,-3.18"
chippypizza place,"54.77560,-1.58374"
sauce mushroom cheddar,"55.07216,-3.60218"
nutella ice cream oyster,"55.86515,-4.25763"
pinot grigio doc,"51.51279,-0.09184"
chicken lettuce tomato,"52.20765,0.13200"
delivery man,"53.79648,-1.54785"
chicken breast sauce,"53.00415,-2.18538"
bacardi rum,"51.48,-3.18"
pizza sauce mozzarella ham,"54.58333,-5.93333"
cheese calzone,"55.45862,-4.62849"
shakes,"52.40656,-1.51217 55.95206,-3.19648"
substitutes,"56.46913,-2.97489"
annan,"55.07216,-3.60218"
city omelette,"55.95206,-3.19648"
beef bacon sausage,"54.58333,-5.93333"
silver rizlas,"55.95206,-3.19648"
fruit juice,"51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 55.95206,-3.19648"
citizens,"50.15201,-5.06654 51.51279,-0.09184 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785"
crunch pizza supper,"55.86515,-4.25763 55.86515,-4.25763"
chocolate eclair,"52.20765,0.13200"
ben jerrys,"52.48142,-1.89983"
world chicken,"52.40656,-1.51217"
fun dishes,"52.20765,0.13200"
tomato cheese sauce mushrooms,"54.77560,-1.58374"
seafood box,"53.79648,-1.54785 54.89228,-2.93206"
mocha,"53.79391,-1.75206 54.32822,-2.74565 55.95206,-3.19648"
wrap,"51.45523,-2.59665 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814"
vegetable bean burger,"51.51279,-0.09184"
mayo cheeseburger,"53.38297,-1.4659"
potato pasty,"52.48142,-1.89983"
inch beef chilli,"54.89228,-2.93206 54.89228,-2.93206"
avail,"54.58333,-5.93333"
ice cream mix,"55.86515,-4.25763"
day snack menu,"55.45862,-4.62849"
takeway,"53.79648,-1.54785"
oak exbourbon casks,"55.95206,-3.19648"
sorbet,"51.51279,-0.09184"
bottle vineger,"50.83333,0.13333"
offer,"51.45523,-2.59665 52.48142,-1.89983 52.9536,-1.15047 54.57309,-1.23258 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763"
chicken balls,"50.71936,-3.53271 52.20765,0.13200"
pork chop suey,"50.71936,-3.53271"
notifications,"52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
peascurry beans,"52.40656,-1.51217"
wines,"51.48,-3.18 53.79648,-1.54785 54.90465,-1.38222 55.95206,-3.19648"
fritter bap,"53.00415,-2.18538 53.00415,-2.18538"
side order,"53.00415,-2.18538 53.79391,-1.75206 55.86515,-4.25763"
chef salad,"50.83333,0.13333"
sea prawns,"54.58333,-5.93333"
pattie chips,"53.7446,-0.33525"
inside,"54.58333,-5.93333"
devices,"54.97328,-1.61396"
chicken doner kebab,"52.9536,-1.15047 52.9536,-1.15047 54.89228,-2.93206 54.89228,-2.93206 57.47908,-4.22398"
north sea,"53.79648,-1.54785"
bbq ribs chicken,"53.41058,-2.97794"
chip shop mushy peas gravy,"53.7446,-0.33525"
chicken royale,"53.48095,-2.23743"
pcs strips,"54.77560,-1.58374 54.97328,-1.61396"
tonne,"55.95206,-3.19648"
calzones,"52.9536,-1.15047 52.9536,-1.15047 55.45862,-4.62849 55.86515,-4.25763 57.47908,-4.22398"
zeno chicken parmesan,"54.97328,-1.61396"
pounder bacon,"54.89228,-2.93206 54.89228,-2.93206"
inch doner pizza,"52.9536,-1.15047 54.89228,-2.93206 54.89228,-2.93206"
sprouts,"52.20765,0.13200"
bacon dinner,"53.41058,-2.97794"
ice cream cream,"53.79648,-1.54785 54.97328,-1.61396"
menu items,"50.83333,0.13333 53.48095,-2.23743 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333"
ferry road,"55.95206,-3.19648"
americana burger quarter pounder,"53.79648,-1.54785"
kids chicken burger,"52.40656,-1.51217 53.41058,-2.97794"
mushroom biryani,"53.79648,-1.54785"
pomodoro,"55.95206,-3.19648 55.95206,-3.19648"
veg samosa,"52.6386,-1.13169 53.79391,-1.75206"
tuesday supper deal haggis,"55.45862,-4.62849"
peppery pizza,"52.40656,-1.51217"
southchurch,"52.9536,-1.15047"
smell,"51.51279,-0.09184"
leek,"51.48,-3.18"
vegetable strips,"54.77560,-1.58374 54.97328,-1.61396"
asterisk,"53.79648,-1.54785"
splash peasbeanscurygravy kids,"53.38297,-1.4659"
chicken box meal boneless,"54.58333,-5.93333"
roast chicken chips,"52.05834,1.15472"
kids chicken steak,"55.95206,-3.19648"
