word,coordinations
delight chicken burger,"50.71936,-3.53271"
intolerance,"53.79391,-1.75206 53.79648,-1.54785"
head,"54.58333,-5.93333"
medium,"52.6386,-1.13169 53.48095,-2.23743 53.7446,-0.33525 53.79648,-1.54785"
dantes,"55.07216,-3.60218"
chocolate mint chip ice cream sponge,"55.86515,-4.25763"
uncle,"53.48095,-2.23743"
coleslaw chicken burger,"54.58333,-5.93333"
fantis,"53.00415,-2.18538"
donner meat onion,"54.97328,-1.61396"
flavour,"51.45523,-2.59665 51.48,-3.18 51.51279,-0.09184 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 54.58333,-5.93333 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
chicken peppers onion,"54.77560,-1.58374"
sups,"53.79648,-1.54785"
bargain,"53.48095,-2.23743"
spicyvegetarian mushrooms onions,"55.07216,-3.60218"
supa,"53.48095,-2.23743"
piri sauce cheese,"54.77560,-1.58374"
tears method,"51.51279,-0.09184"
pounder belly,"54.97328,-1.61396"
pc chicken value box,"53.00415,-2.18538"
wholewheat pitta,"54.58333,-5.93333"
donner coleslaw,"52.9536,-1.15047"
dominics page,"50.15201,-5.06654"
trip,"50.15201,-5.06654"
americano burger half pounder,"53.38297,-1.4659"
kids cheese burger meal,"52.63220,1.28925"
kids chicken meal,"54.90465,-1.38222"
bombay potatoes,"52.6386,-1.13169 53.79648,-1.54785"
orange caprisun,"54.77560,-1.58374"
mediterranean chicken wrap,"52.40656,-1.51217"
trip advisor,"52.6386,-1.13169"
tripple burger,"52.48142,-1.89983"
heinz tomato sauce bottle,"53.79648,-1.54785"
bacon wrap,"54.58333,-5.93333"
pepperoni peppers tomato cheese,"54.90465,-1.38222"
suppers,"54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 55.45862,-4.62849 55.45862,-4.62849 55.95206,-3.19648 55.95206,-3.19648"
bottle water,"50.83333,0.13333 54.32822,-2.74565 55.95206,-3.19648"
water chestnuts,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794"
cheese tomato mushrooms,"55.95206,-3.19648"
kids chicken nuggets chips,"53.00415,-2.18538"
diamond box,"55.07216,-3.60218"
ice cream vanilla chocolate chip,"51.51279,-0.09184"
winemaking technique,"51.51279,-0.09184"
donner kebab meal,"52.40656,-1.51217"
gourmet box,"53.79648,-1.54785"
page family,"51.48,-3.18"
donner kebab meat,"52.40656,-1.51217 52.6386,-1.13169 54.77560,-1.58374 55.95206,-3.19648 55.95206,-3.19648"
viognierchardonnay,"51.51279,-0.09184"
country feast,"53.00415,-2.18538 53.79391,-1.75206"
pepperoni pepperoni,"53.00415,-2.18538"
breadcoleslaw,"57.47908,-4.22398"
tomato cheese pepper pepperoni garlic,"54.97328,-1.61396"
marios,"55.86515,-4.25763"
sea shell,"51.51279,-0.09184"
alternatives,"52.6386,-1.13169 53.79648,-1.54785"
focus,"53.7446,-0.33525"
deliveries,"50.83333,0.13333"
doner chicken,"54.89228,-2.93206"
bhuna king,"53.79648,-1.54785"
bacon cheese,"50.83333,0.13333 51.48,-3.18 54.58333,-5.93333 54.58333,-5.93333"
ros,"51.48,-3.18"
glass bottle diet,"55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648"
vegetable parsee korma,"56.46913,-2.97489"
schweppes lemonade,"52.48142,-1.89983 53.48095,-2.23743 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
inch pizza inch cheese,"54.97328,-1.61396"
veg pastie,"51.51279,-0.09184"
ham pineapple pizza,"57.14369,-2.09814"
charge,"52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 53.79648,-1.54785 54.89228,-2.93206"
banana ice cream chocolate sauce cream,"50.15201,-5.06654"
potato slice calories,"53.79391,-1.75206"
melon,"51.48,-3.18 51.51279,-0.09184"
contactless payments,"53.48095,-2.23743 53.79648,-1.54785"
email sms,"52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
cheese tuna anchovies prawns,"52.9536,-1.15047"
federation,"53.79391,-1.75206"
advantage,"50.37771,-4.14082"
pepperoni onion mushroom,"54.77560,-1.58374"
none,"53.79648,-1.54785 54.77560,-1.58374"
inch london,"54.77560,-1.58374 54.97328,-1.61396"
salad rice,"53.41058,-2.97794"
vegetable calzone,"52.9536,-1.15047 53.79648,-1.54785 55.45862,-4.62849"
yazoo banana milkshake,"55.95206,-3.19648"
scozia,"55.86515,-4.25763"
iron zinc iodine magnesium,"53.79391,-1.75206"
cheese tomato mushroom pepperoni,"54.97328,-1.61396"
sausage pepperoni sausage olives,"55.07216,-3.60218"
forno,"55.86515,-4.25763 55.86515,-4.25763"
posts,"53.48095,-2.23743 54.57309,-1.23258"
beef pepperoni bacon,"52.40656,-1.51217"
chicken spring onion,"53.41058,-2.97794"
chicken havana,"52.48142,-1.89983"
grapey fruit,"53.79648,-1.54785"
veg vegetable burger,"54.77560,-1.58374 54.97328,-1.61396"
pork,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.79648,-1.54785 54.58333,-5.93333 54.89228,-2.93206 54.97328,-1.61396 55.95206,-3.19648"
fish barm,"53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743"
core,"51.51279,-0.09184"
cheese spinach onion,"52.9536,-1.15047"
honeycomb crunch,"51.48,-3.18"
inch garlic,"56.46913,-2.97489"
coke diet coke rio,"51.45523,-2.59665"
cumin gravy,"52.6386,-1.13169"
peanut butter crunch,"55.95206,-3.19648"
singapore rice noodles,"52.20765,0.13200"
trent,"53.00415,-2.18538 53.00415,-2.18538"
pmm,"51.51279,-0.09184"
flame grill,"52.63220,1.28925 52.9536,-1.15047"
kebab starter,"52.6386,-1.13169 53.79648,-1.54785 54.77560,-1.58374 56.46913,-2.97489"
port,"51.48,-3.18"
drinks,"50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398 57.47908,-4.22398"
todays choice,"53.79648,-1.54785"
bycustomers,"50.83333,0.13333"
ham onion mushroom peppers tomato cheese,"54.77560,-1.58374"
jambalaya,"55.86515,-4.25763 55.86515,-4.25763"
wrap meal deal,"54.58333,-5.93333"
venison burger,"57.47908,-4.22398"
chicken fries,"51.45523,-2.59665 57.47908,-4.22398"
york chicken baguette meal deal,"54.58333,-5.93333"
ham beef peppers onion,"54.77560,-1.58374"
mince beef,"50.15201,-5.06654 53.38297,-1.4659 53.41058,-2.97794"
halloumi cheese gf,"54.58333,-5.93333"
familyrun fish,"50.15201,-5.06654"
kids chicken,"51.48,-3.18 51.62125,-3.94490 52.40656,-1.51217 52.48142,-1.89983 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 54.58333,-5.93333 55.86515,-4.25763"
jalfrezi chicken tikka,"55.45862,-4.62849"
telephone orders,"50.15201,-5.06654 53.38297,-1.4659 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79648,-1.54785 54.66411,-2.75257"
food safety,"53.79391,-1.75206"
navigation,"51.51279,-0.09184 53.00415,-2.18538"
parmo,"54.57309,-1.23258 54.89228,-2.93206"
beef pounder,"55.95206,-3.19648"
beef eater pizza,"53.41058,-2.97794"
pakora,"52.6386,-1.13169 53.00415,-2.18538 53.79648,-1.54785 54.89228,-2.93206 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.47908,-4.22398"
kebab batch,"52.40656,-1.51217"
inch meaty calzone,"52.9536,-1.15047"
pepperoni cheddar cheese,"53.79648,-1.54785"
onion fryit,"53.79391,-1.75206"
box deal,"55.86515,-4.25763"
tortilla salad,"50.15201,-5.06654"
ltr bottles,"52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.79391,-1.75206 54.77560,-1.58374 54.89228,-2.93206 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489"
speciality burgers,"53.79648,-1.54785"
iphone,"50.83333,0.13333"
chloey,"50.71936,-3.53271"
criteria,"53.79391,-1.75206 53.79391,-1.75206"
msc,"50.15201,-5.06654 54.58333,-5.93333"
ands,"54.90465,-1.38222"
apple juice,"51.45523,-2.59665 51.48,-3.18 51.51279,-0.09184"
top items,"50.83333,0.13333"
chicken suppers,"54.58333,-5.93333"
chicken dupiaza,"56.46913,-2.97489"
onions mushrooms,"52.40656,-1.51217 52.6386,-1.13169 52.9536,-1.15047 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
cone ice cream,"55.86515,-4.25763"
combo,"51.45523,-2.59665 51.51279,-0.09184 52.20765,0.13200 53.00415,-2.18538 53.41058,-2.97794"
rubicon passionfruit,"53.38297,-1.4659"
chocolate,"50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.77560,-1.58374 54.89228,-2.93206 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 57.14369,-2.09814 57.47908,-4.22398"
cod meal deal,"54.58333,-5.93333"
beers,"51.48,-3.18 51.51279,-0.09184 54.90465,-1.38222 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
medium kebab chips,"54.89228,-2.93206"
bacon egg soda breakfast,"54.58333,-5.93333"
hawabi garam masala sauce,"56.46913,-2.97489"
chilligarlic sauce,"54.97328,-1.61396"
bbq sauce base pizza,"55.45862,-4.62849"
chicken achari,"56.46913,-2.97489"
gooseberry fruit,"53.79648,-1.54785"
codfather cod burger,"52.48142,-1.89983"
nugget meal,"50.71936,-3.53271 51.48,-3.18 53.41058,-2.97794 55.86515,-4.25763"
ferry,"55.95206,-3.19648"
vegetable sauce,"53.41058,-2.97794"
pickle,"51.51279,-0.09184 53.79391,-1.75206 55.45862,-4.62849 55.86515,-4.25763 56.46913,-2.97489"
panini meal,"52.48142,-1.89983 53.79391,-1.75206"
mayonaise,"53.79648,-1.54785"
cardiff order,"51.48,-3.18"
millionaires,"52.48142,-1.89983"
cherry surprise,"53.79648,-1.54785"
chicken breast nuggets,"51.48,-3.18 52.48142,-1.89983 53.38297,-1.4659"
lunch time menu,"53.48095,-2.23743"
chicken tikka pieces,"52.40656,-1.51217"
requirements,"50.15201,-5.06654 51.48,-3.18 53.48095,-2.23743 53.48095,-2.23743 54.97328,-1.61396"
party feast,"52.63220,1.28925"
persons king,"53.41058,-2.97794"
pork sausage sausage potato scone pudding,"55.95206,-3.19648"
milder flavour,"56.46913,-2.97489"
browns onion,"54.58333,-5.93333"
brie wedges,"51.51279,-0.09184"
cocktail,"50.15201,-5.06654 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.20765,0.13200 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.41058,-2.97794 53.7446,-0.33525 53.79648,-1.54785 53.79648,-1.54785 54.90465,-1.38222 54.90465,-1.38222 55.07216,-3.60218 55.45862,-4.62849 55.95206,-3.19648 56.46913,-2.97489"
fishmonger,"51.51279,-0.09184"
chicken madras,"51.48,-3.18 51.62125,-3.94490 52.6386,-1.13169 56.46913,-2.97489"
inch anchovies,"54.89228,-2.93206"
tomato sauce mozzarella pepperoni ham spicy beef,"55.86515,-4.25763"
birthday,"51.51279,-0.09184"
bread tray,"54.90465,-1.38222"
inch london pizza,"54.97328,-1.61396"
king biryani,"52.6386,-1.13169 52.6386,-1.13169 53.79648,-1.54785"
contact number,"51.48,-3.18 54.58333,-5.93333 55.95206,-3.19648"
donner onion jalapenos,"51.45523,-2.59665 53.48095,-2.23743"
jalapeno cheese bites,"55.95206,-3.19648"
burger sauce pot,"50.83333,0.13333"
ham mushroom onion pepperoni peppers,"54.77560,-1.58374"
ham roll,"51.62125,-3.94490 55.86515,-4.25763"
pepperoni calzone,"52.9536,-1.15047 52.9536,-1.15047 53.41058,-2.97794"
onion fryits,"53.79391,-1.75206"
bread cakes meat products pasta pastry sauces soups,"54.89228,-2.93206"
glass table,"50.15201,-5.06654"
sausage hamburger,"55.86515,-4.25763"
crispy meat spring rolls,"50.71936,-3.53271"
lamb doner onion,"52.9536,-1.15047"
bbq base chicken mozzarella cheese,"54.89228,-2.93206"
browns breakfast baguette,"54.58333,-5.93333"
mozzarella cheese tomato pepperoni,"54.89228,-2.93206"
bortha,"52.6386,-1.13169"
onion tomato cheese herbs,"54.77560,-1.58374"
offers,"50.37771,-4.14082 51.45523,-2.59665 51.51279,-0.09184 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
chocolate fudge brownie ben,"52.48142,-1.89983"
chicken popcorn diet cocacola,"55.86515,-4.25763"
bbq chicken,"51.62125,-3.94490 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.79648,-1.54785 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 56.46913,-2.97489"
chips bread cheese burger,"56.46913,-2.97489"
moms,"50.83333,0.13333"
sausage mushroom tomato ketchup,"52.48142,-1.89983"
chicken breast portion,"54.66411,-2.75257 57.47908,-4.22398"
orangeade,"54.77560,-1.58374 55.86515,-4.25763"
cod medium,"50.83333,0.13333 51.48,-3.18 51.48,-3.18 52.20765,0.13200"
fish peppers,"53.79391,-1.75206"
onions capsicum,"53.48095,-2.23743"
chocolate pizza,"50.83333,0.13333"
meat filling,"55.86515,-4.25763"
veg cheese pizza sauce,"53.79391,-1.75206"
name,"51.48,-3.18 51.51279,-0.09184 52.6386,-1.13169 53.48095,-2.23743 53.7446,-0.33525 54.66411,-2.75257 54.90465,-1.38222 54.97328,-1.61396 55.95206,-3.19648"
bacon cheese rocket,"51.48,-3.18"
chicken kebab meal,"52.40656,-1.51217"
kjals,"54.58333,-5.93333"
chicken kebab meat,"52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538"
cod fish bite,"54.90465,-1.38222"
cheat meal,"52.40656,-1.51217"
onion garlic,"52.6386,-1.13169 55.07216,-3.60218"
inch bolognaise,"54.89228,-2.93206"
chip butty splash,"54.57309,-1.23258"
strathbungo,"55.86515,-4.25763"
chocolate milkshake,"52.9536,-1.15047"
tropicana,"52.9536,-1.15047 53.79648,-1.54785 55.07216,-3.60218"
inch pizza box,"55.07216,-3.60218"
pizza sauce mozzarella ham pineapple,"54.58333,-5.93333"
butchers sausage,"54.58333,-5.93333"
ice cream,"50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 52.05834,1.15472 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
donner meat,"50.71936,-3.53271 51.45523,-2.59665 51.48,-3.18 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
side dish,"52.6386,-1.13169"
ice drinks,"50.37771,-4.14082"
ckn cury hotpilau rice,"51.48,-3.18 51.48,-3.18"
downtown pizza,"52.48142,-1.89983"
duck thai curry,"53.41058,-2.97794"
kent,"55.86515,-4.25763"
roma mushroom,"55.45862,-4.62849"
feast meat,"54.58333,-5.93333"
pizza deals,"52.48142,-1.89983 53.48095,-2.23743 54.57309,-1.23258 54.89228,-2.93206 55.86515,-4.25763 57.14369,-2.09814"
hull,"53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525"
cod fish fingers,"51.48,-3.18 54.58333,-5.93333"
soup crackers,"53.41058,-2.97794"
oasis,"50.37771,-4.14082 52.48142,-1.89983 55.95206,-3.19648"
wings chips,"52.9536,-1.15047"
lemon tea,"51.51279,-0.09184"
bean sauce,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 54.89228,-2.93206 55.45862,-4.62849"
sausage egg,"54.58333,-5.93333 55.07216,-3.60218"
calories,"53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 54.58333,-5.93333"
place,"50.15201,-5.06654 52.20765,0.13200 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.57309,-1.23258 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
cheese tomato chicken onion,"54.77560,-1.58374"
childhood,"50.15201,-5.06654"
origin,"51.48,-3.18"
sausage cheese oregano tomato salsa cheese,"53.00415,-2.18538"
lane walton l,"53.41058,-2.97794"
budweiser,"50.15201,-5.06654 51.48,-3.18 52.9536,-1.15047 54.89228,-2.93206 55.95206,-3.19648"
scollop,"52.48142,-1.89983 53.79391,-1.75206 53.79391,-1.75206"
array,"52.63220,1.28925"
donner kebab pitta,"53.48095,-2.23743"
mushrooms peppers,"50.83333,0.13333 52.40656,-1.51217"
nuggets sausage fish fingers,"53.79648,-1.54785"
roast chicken style,"52.20765,0.13200 54.89228,-2.93206"
maltesers,"55.95206,-3.19648 56.46913,-2.97489"
coffee cappuccino latte chocolate,"53.00415,-2.18538"
masala,"52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 55.45862,-4.62849 55.86515,-4.25763 56.46913,-2.97489"
sausage ham chicken pepperoni spicy chicken,"55.86515,-4.25763"
ham artichokes,"55.95206,-3.19648"
inch pepperoni delight pizza,"57.47908,-4.22398"
siciliano,"54.97328,-1.61396"
sebastopol,"51.48,-3.18"
wine echo,"55.95206,-3.19648"
season,"50.15201,-5.06654 52.20765,0.13200"
decante water,"52.9536,-1.15047 52.9536,-1.15047"
singapore style,"50.71936,-3.53271"
garlick mayo pot,"50.83333,0.13333"
inch pizza meal,"53.79391,-1.75206 54.57309,-1.23258 57.14369,-2.09814"
kong burger,"54.77560,-1.58374 54.97328,-1.61396"
butter cheese peppers,"53.79648,-1.54785"
holder,"53.79391,-1.75206"
chips catch,"53.79391,-1.75206"
nathan,"54.77560,-1.58374"
orchard,"52.9536,-1.15047 52.9536,-1.15047"
fish chips salads,"51.51279,-0.09184"
oats,"54.89228,-2.93206"
fish chip shops grids,"53.79391,-1.75206"
gravy chips,"54.58333,-5.93333 54.58333,-5.93333 55.95206,-3.19648"
fish fryer,"53.00415,-2.18538"
onion fritter,"50.15201,-5.06654 54.32822,-2.74565"
shippos,"52.9536,-1.15047 52.9536,-1.15047"
mandarin oranges,"53.79648,-1.54785"
michele,"50.15201,-5.06654"
violet,"51.51279,-0.09184"
roll chicken,"55.86515,-4.25763"
cocacola diet,"52.9536,-1.15047"
spam fillet,"54.57309,-1.23258"
wentloog,"51.48,-3.18"
pizza sauce mozzarella,"54.58333,-5.93333"
lamb onions peppers,"56.46913,-2.97489"
mushy peas gravy,"53.00415,-2.18538"
burger lunch,"54.58333,-5.93333 54.99620,-7.30237"
cheese sticks,"54.89228,-2.93206"
park road,"53.79648,-1.54785"
tomato cheese doner,"54.97328,-1.61396"
ideas,"53.7446,-0.33525"
meal wrap,"52.48142,-1.89983"
oasis juice prust bottle,"54.77560,-1.58374 54.97328,-1.61396"
ham mushrooms pineapple,"53.38297,-1.4659"
boneless batter,"55.86515,-4.25763"
curry chip,"54.58333,-5.93333"
squid wrap,"50.15201,-5.06654"
cheese fritter,"55.86515,-4.25763"
beer budweiser bottle,"55.95206,-3.19648"
